ID,V9,V10,V11,V12,V13,V14
1173,0,0,3,5,1015,Blue
1174,0,0,3,5,1015,Black
1187,0,0,3,5,1015,Silver
1192,0,0,3,5,1015,Silver
1197,0,0,3,5,1015,Grey
1199,0,0,3,5,1015,Green
1205,0,0,3,5,1015,Green
1212,0,0,3,5,1015,Grey
1217,0,0,12,5,1015,Red
1218,0,0,3,5,1015,Black
1240,0,0,3,5,1015,Black
1243,0,0,3,5,1015,White
1244,0,0,3,5,1015,Blue
1246,0,1,3,5,1015,Grey
1254,0,0,3,5,1015,Grey
1257,0,0,3,5,1015,Red
1260,0,0,3,5,1015,Green
1263,0,1,3,5,1015,Green
1264,0,0,3,5,1015,Black
1280,0,0,3,5,1015,Red
1286,0,0,,5,1015,Black
1287,1,0,12,5,1015,Grey
1299,0,1,3,5,1015,Green
1304,0,0,6,5,1015,Red
1332,0,1,3,5,1015,Blue
1334,0,1,3,5,1015,Black
1336,0,1,3,5,1015,Black
1338,0,0,3,5,1015,Green
1371,0,0,3,5,1015,Grey
1376,0,1,3,5,1015,Blue
1385,0,0,6,5,1015,Green
1388,0,0,3,5,1015,Red
1404,0,1,3,5,1015,Green
1425,0,1,3,5,1015,Red
1430,1,0,,5,1015,Red
1431,0,0,6,5,1015,Red
1435,0,0,3,5,1015,White
1437,0,0,3,5,1015,Blue
1439,0,0,3,5,1015,Grey
1440,0,0,3,5,1015,Blue
1441,0,1,3,5,1015,Grey
660,0,1,3,5,1020,Black
677,0,1,3,5,1020,Grey
692,0,0,3,5,1020,Silver
728,0,0,3,5,1020,Blue
785,0,0,3,5,1020,Black
859,0,0,3,5,1020,Grey
864,0,1,3,5,1020,Red
934,0,0,,5,1020,Blue
1191,0,0,6,5,1020,Blue
200,0,0,3,5,1025,Grey
203,0,0,12,5,1025,Red
219,0,1,3,5,1025,Silver
220,0,1,3,5,1025,Black
232,0,1,3,5,1025,Black
259,0,1,3,5,1025,Yellow
260,0,0,3,5,1025,Black
262,0,0,3,5,1025,Green
280,0,0,12,5,1025,Red
289,0,0,3,5,1025,Red
305,0,1,3,5,1025,Grey
308,0,0,3,5,1025,Blue
310,0,1,3,5,1025,Red
314,0,0,3,5,1025,Grey
319,0,0,3,5,1025,Blue
320,0,1,3,5,1025,Green
328,0,0,3,5,1025,Grey
364,0,1,3,5,1025,Grey
365,0,0,3,5,1025,Grey
369,0,0,3,5,1025,Blue
370,0,1,3,5,1025,Green
403,0,1,3,5,1025,Grey
407,0,1,3,5,1025,Black
424,0,0,3,5,1025,White
451,0,0,3,5,1025,Grey
458,0,0,3,5,1025,Green
463,0,0,3,5,1025,Silver
464,0,0,3,6,1025,Red
469,0,1,3,5,1025,Red
474,0,1,3,5,1025,Silver
475,0,1,3,5,1025,Grey
478,0,0,3,5,1025,Blue
487,0,0,3,5,1025,Black
495,0,0,6,5,1025,Silver
502,0,0,3,5,1025,Blue
507,0,0,3,5,1025,Red
516,0,0,3,5,1025,Red
517,0,1,3,5,1025,Grey
520,0,0,3,5,1025,Grey
523,0,0,3,5,1025,Silver
530,0,0,3,5,1025,Grey
533,0,1,3,5,1025,Silver
546,0,1,3,5,1025,Red
550,0,0,3,5,1025,Red
551,0,1,3,5,1025,Grey
555,0,1,3,5,1025,Grey
565,0,0,3,5,1025,Grey
566,0,0,3,5,1025,Grey
568,0,0,3,5,1025,Grey
569,0,1,3,5,1025,Grey
576,0,1,3,5,1025,Grey
578,0,1,3,5,1025,Blue
585,0,0,3,5,1025,Red
586,0,0,6,5,1025,Red
590,0,0,3,6,1025,Red
593,0,1,3,5,1025,Grey
596,0,0,3,5,1025,Blue
598,0,0,3,5,1025,Green
599,0,0,3,5,1025,Grey
601,0,0,3,5,1025,Green
602,0,1,3,5,1025,Red
606,0,0,3,5,1025,Grey
679,0,1,3,5,1025,Red
721,0,0,3,5,1025,Blue
736,0,1,3,5,1025,Black
833,0,0,3,5,1025,Red
981,0,1,3,5,1025,Grey
1004,0,1,3,5,1025,Red
1381,0,0,3,5,1025,Blue
1438,0,1,3,5,1025,Blue
234,0,1,3,5,1030,Blue
249,0,1,3,5,1030,Blue
253,0,1,3,5,1030,Blue
264,0,0,12,5,1030,Green
275,0,1,3,5,1030,Blue
316,0,0,3,5,1030,Grey
362,0,0,12,5,1030,Red
371,0,1,12,5,1030,Red
373,0,0,3,5,1030,Red
434,0,1,3,5,1030,Black
437,0,0,6,5,1030,Silver
442,0,1,3,5,1030,Red
455,0,1,3,5,1030,Silver
467,0,0,3,5,1030,Blue
493,0,1,3,5,1030,Green
534,0,0,3,5,1030,Red
545,0,1,3,5,1030,Grey
552,0,1,3,5,1030,Black
584,0,0,3,5,1030,Black
600,0,0,3,5,1030,Green
900,1,0,3,5,1030,Grey
1047,1,0,3,5,1030,Grey
1155,1,0,3,5,1030,Blue
1372,1,1,3,5,1030,Blue
368,0,1,3,5,1035,Green
401,0,1,3,5,1035,Green
402,0,1,3,5,1035,Blue
413,0,0,3,5,1035,Red
443,0,1,3,5,1035,Blue
445,0,1,3,5,1035,Red
459,0,0,3,5,1035,Blue
480,0,0,3,5,1035,Blue
482,0,1,3,5,1035,Silver
484,0,0,3,5,1035,Green
497,0,1,3,5,1035,Blue
509,0,1,12,5,1035,Blue
541,0,1,12,5,1035,Black
542,0,1,3,5,1035,Red
570,0,1,3,5,1035,Grey
646,0,1,3,5,1035,Silver
671,0,1,3,5,1035,Silver
720,0,0,12,5,1035,Red
733,0,1,3,5,1035,Silver
737,0,1,3,5,1035,Silver
749,0,1,3,5,1035,Black
756,0,0,3,5,1035,Green
762,0,0,3,5,1035,Red
778,0,1,3,5,1035,Grey
784,0,0,3,5,1035,Red
787,0,0,3,5,1035,Red
800,0,0,3,5,1035,Blue
819,0,1,3,5,1035,Red
822,0,1,12,5,1035,Blue
825,0,1,3,5,1035,Red
829,0,1,3,5,1035,Red
830,0,1,3,5,1035,Black
841,0,0,3,5,1035,Grey
843,0,1,3,5,1035,Red
858,0,0,3,5,1035,Red
880,0,1,3,5,1035,Green
883,0,1,3,5,1035,Red
885,0,1,3,5,1035,Silver
886,0,1,12,5,1035,Green
903,0,1,3,5,1035,Red
906,0,1,12,5,1035,Silver
920,0,0,3,5,1035,Green
928,0,0,3,5,1035,Green
944,0,0,6,5,1035,Silver
947,0,0,3,5,1035,Blue
956,0,0,3,5,1035,Beige
958,0,0,6,5,1035,Grey
970,0,0,3,5,1035,Grey
976,0,1,3,5,1035,Green
979,0,1,3,5,1035,Grey
982,0,0,3,5,1035,Green
988,0,0,3,5,1035,Grey
989,0,1,12,5,1035,Violet
991,0,0,3,5,1035,Green
997,0,0,6,5,1035,Silver
1027,0,0,3,5,1035,Red
1033,0,0,3,5,1035,Grey
1041,0,1,3,5,1035,Green
1048,0,0,3,5,1035,Green
1062,0,0,3,5,1035,Grey
1072,0,0,3,5,1035,Silver
1081,0,0,3,5,1035,Grey
1099,0,0,3,5,1035,Green
1112,0,0,3,5,1035,Red
1119,0,0,3,5,1035,White
1132,0,0,3,5,1035,Grey
1147,0,0,3,5,1035,Grey
1157,0,1,3,5,1035,Red
1162,0,0,3,5,1035,Blue
1163,0,0,3,5,1035,Blue
1168,0,1,3,5,1035,White
1172,0,1,12,5,1035,Green
1179,0,1,3,5,1035,Grey
1183,0,0,3,5,1035,Silver
1190,2,0,3,5,1035,Red
1195,0,1,3,5,1035,Blue
1196,0,0,6,5,1035,Silver
1203,0,1,3,5,1035,Blue
1214,0,1,3,5,1035,Red
1215,0,1,3,5,1035,Silver
1216,0,0,3,5,1035,Blue
1231,0,1,3,5,1035,Red
1247,0,1,3,5,1035,Grey
1256,0,0,3,5,1035,Grey
1267,0,0,3,5,1035,Blue
1272,0,0,6,5,1035,Red
1273,0,0,3,5,1035,Blue
1297,0,1,3,5,1035,Green
1302,0,0,3,5,1035,Grey
1318,0,1,3,5,1035,Grey
1324,0,0,3,5,1035,Blue
1339,0,1,3,5,1035,Red
1343,0,0,6,5,1035,Silver
1344,0,0,3,5,1035,Blue
1346,0,1,3,5,1035,Green
1353,0,0,6,5,1035,Red
1354,0,1,3,5,1035,Blue
1356,0,0,3,5,1035,Red
1357,0,0,3,5,1035,Blue
1368,0,0,3,5,1035,Blue
1386,0,0,3,5,1035,White
1399,0,0,3,5,1035,Green
1400,0,0,3,5,1035,Red
1401,0,0,3,5,1035,Red
1406,0,0,12,5,1035,Blue
1412,0,1,3,5,1035,Blue
228,0,1,3,5,1040,Blue
269,0,1,3,5,1040,Black
271,0,0,3,5,1040,Red
279,0,1,3,5,1040,Red
292,0,1,3,5,1040,Green
297,0,0,3,5,1040,Red
309,0,0,12,5,1040,Green
325,0,1,3,5,1040,Black
335,0,1,3,5,1040,Black
337,0,0,3,5,1040,Black
341,0,1,3,5,1040,Silver
349,0,0,3,5,1040,Blue
351,0,1,3,5,1040,Grey
363,0,1,3,5,1040,Blue
428,0,1,3,5,1040,Grey
433,0,1,3,5,1040,Green
441,0,0,3,5,1040,Red
462,0,0,3,5,1040,Blue
477,0,0,3,5,1040,Grey
505,0,0,3,5,1040,White
554,2,1,12,5,1040,Blue
564,0,0,3,5,1040,Green
594,0,0,12,5,1040,Blue
661,0,0,3,5,1040,Blue
673,0,1,3,5,1040,Red
675,0,0,3,5,1040,Black
725,0,1,3,5,1040,Red
732,0,0,3,5,1040,Black
752,0,1,3,5,1040,Silver
766,0,1,3,5,1040,Green
891,0,1,3,5,1040,Black
974,0,0,3,5,1040,Blue
1110,0,0,3,5,1040,Red
1221,0,0,3,5,1040,Green
1409,0,1,3,5,1040,Grey
107,0,0,12,5,1045,Blue
207,0,1,3,5,1045,Black
235,0,1,3,5,1045,Blue
244,0,0,3,5,1045,Grey
303,0,1,3,5,1045,Green
340,0,0,3,5,1045,Green
357,0,1,3,5,1045,Blue
417,0,0,6,5,1045,Silver
429,0,1,3,5,1045,Grey
498,0,0,3,5,1045,Blue
506,0,0,3,5,1045,Black
524,0,1,12,5,1045,Violet
529,0,1,3,5,1045,Red
561,0,0,3,5,1045,Red
652,0,0,3,5,1045,Black
771,0,1,3,5,1045,Silver
844,1,0,3,5,1045,Blue
898,0,0,3,5,1045,Grey
933,0,0,3,5,1045,Blue
935,0,0,3,5,1045,Red
1006,1,1,3,5,1045,Red
1023,0,1,3,5,1045,Blue
1036,1,0,3,5,1045,Grey
1082,1,0,3,5,1045,Green
1198,1,1,3,5,1045,Green
1241,1,0,3,5,1045,Black
1306,1,0,6,5,1045,Red
1322,1,1,3,5,1045,Black
1402,0,1,3,5,1045,Red
1428,1,0,3,5,1045,Green
1434,1,1,3,5,1045,Blue
248,0,1,3,5,1050,Blue
294,0,0,3,5,1050,White
481,0,1,3,5,1050,Blue
486,0,0,3,5,1050,Red
491,0,1,3,5,1050,Black
500,0,1,3,5,1050,Black
528,0,1,3,5,1050,Blue
582,0,0,3,5,1050,Red
588,0,1,3,5,1050,Blue
615,0,0,6,5,1050,Violet
633,0,0,3,5,1050,Blue
641,0,0,3,5,1050,Red
667,0,0,3,5,1050,Black
669,0,1,3,5,1050,Grey
672,1,0,12,5,1050,Blue
684,0,0,3,5,1050,Blue
699,0,0,3,5,1050,Black
702,0,0,6,5,1050,Silver
703,0,1,3,5,1050,Red
704,0,0,6,5,1050,Silver
712,0,1,3,5,1050,Green
715,0,0,3,5,1050,Blue
718,0,1,3,5,1050,Red
719,0,0,3,5,1050,Red
723,0,0,3,5,1050,Red
726,0,1,3,5,1050,Green
731,0,0,3,5,1050,Red
735,0,0,6,5,1050,Silver
746,0,0,12,5,1050,Red
750,0,0,3,5,1050,Grey
770,0,1,3,5,1050,Green
779,0,1,3,5,1050,Blue
801,0,1,3,5,1050,Red
802,0,1,12,5,1050,Silver
803,0,0,3,5,1050,Red
804,0,0,3,5,1050,Green
806,0,0,3,5,1050,Blue
812,0,0,3,5,1050,Green
816,0,0,3,5,1050,Blue
818,0,0,3,5,1050,Green
820,0,0,3,5,1050,Blue
824,0,1,3,5,1050,Green
835,0,1,3,5,1050,Red
849,0,0,3,5,1050,Red
855,0,1,3,5,1050,Silver
856,0,1,3,5,1050,Blue
863,0,0,3,5,1050,Grey
873,1,0,3,5,1050,Green
874,0,0,3,5,1050,White
876,0,1,3,5,1050,Grey
878,0,0,12,5,1050,Green
884,0,1,3,5,1050,Blue
887,0,0,12,5,1050,Black
890,0,0,3,5,1050,Red
893,0,1,3,5,1050,Grey
896,0,1,3,5,1050,Green
899,0,1,3,5,1050,Red
905,0,1,3,5,1050,Blue
909,0,0,3,5,1050,Grey
911,0,1,3,5,1050,Blue
914,0,0,3,5,1050,Red
918,0,0,3,5,1050,Black
926,0,0,3,5,1050,Grey
927,0,0,3,5,1050,Grey
942,0,1,3,5,1050,Red
953,0,1,3,5,1050,Red
955,0,0,3,5,1050,Red
959,0,0,3,5,1050,Red
972,2,0,3,5,1050,Red
977,0,0,12,5,1050,Silver
983,0,0,3,5,1050,Red
985,0,0,6,5,1050,Black
986,0,0,6,5,1050,Black
1000,0,0,3,5,1050,Blue
1007,0,1,3,5,1050,Green
1012,0,1,3,5,1050,Red
1014,0,1,3,5,1050,Green
1016,0,0,3,5,1050,Red
1017,0,0,3,5,1050,Black
1022,0,1,3,5,1050,Grey
1024,0,1,3,5,1050,Blue
1028,0,0,3,5,1050,Blue
1043,0,1,3,5,1050,Green
1046,0,0,3,5,1050,Red
1065,0,0,3,5,1050,Blue
1069,0,0,3,5,1050,Red
1073,0,0,6,5,1050,Blue
1084,0,0,3,5,1050,Grey
1092,0,0,3,5,1050,Red
1093,0,0,3,5,1050,Grey
1097,0,1,3,5,1050,Blue
1100,0,0,6,5,1050,Blue
1101,0,0,3,5,1050,Grey
1102,0,0,6,5,1050,White
1104,0,0,3,5,1050,Blue
1106,0,1,3,5,1050,Blue
1107,0,1,3,5,1050,Green
1111,0,0,3,5,1050,Red
1116,0,0,3,5,1050,Black
1121,0,0,3,5,1050,Black
1123,0,0,3,5,1050,Blue
1135,0,1,3,5,1050,Black
1136,0,0,3,5,1050,Grey
1137,0,0,3,5,1050,Grey
1140,0,0,3,5,1050,Blue
1143,0,0,3,5,1050,Silver
1144,0,0,6,5,1050,Green
1145,0,0,3,5,1050,Blue
1152,0,0,3,5,1050,Grey
1159,0,1,3,5,1050,Black
1160,0,1,3,5,1050,Black
1161,0,0,3,5,1050,Grey
1166,0,0,6,5,1050,Black
1180,0,0,3,5,1050,Red
1185,0,0,3,5,1050,Blue
1194,0,1,3,5,1050,Silver
1204,0,1,3,5,1050,Blue
1207,0,0,3,5,1050,Blue
1207,0,0,3,5,1050,Blue
1210,0,0,3,5,1050,Silver
1213,0,1,3,5,1050,Black
1222,0,0,3,5,1050,Green
1226,0,1,3,5,1050,Silver
1228,0,0,3,5,1050,Black
1232,0,0,3,5,1050,Black
1242,0,0,3,5,1050,Blue
1245,0,0,3,5,1050,Blue
1251,0,0,3,5,1050,Blue
1258,0,0,12,5,1050,Blue
1261,0,0,3,5,1050,Red
1265,0,1,3,5,1050,Red
1268,0,0,3,5,1050,Black
1270,0,0,12,5,1050,Red
1282,0,0,3,5,1050,Red
1283,0,0,3,5,1050,Black
1285,0,0,3,5,1050,Blue
1292,0,0,3,5,1050,Blue
1303,0,Yes,3,5,1050,Grey
1305,0,0,3,5,1050,Green
1307,0,1,12,5,1050,Green
1309,0,1,3,5,1050,Black
1312,0,Yes,3,5,1050,Blue
1313,0,1,3,5,1050,Grey
1320,0,1,3,5,1050,Blue
1331,0,0,3,5,1050,Blue
1345,0,0,3,5,1050,Blue
1347,0,1,3,5,1050,Green
1361,0,1,12,5,1050,Silver
1362,0,0,3,5,1050,Grey
1363,0,0,3,5,1050,Green
1364,0,1,3,5,1050,Green
1367,0,1,3,5,1050,Blue
1370,0,No,3,5,1050,Grey
1375,0,0,3,5,1050,Grey
1378,0,0,3,5,1050,Grey
1379,0,0,3,5,1050,Green
1383,0,0,3,5,1050,Black
1384,0,1,3,5,1050,Grey
1389,0,0,3,5,1050,Grey
1392,0,No,3,5,1050,Red
1396,0,0,3,5,1050,Blue
1411,0,No,3,5,1050,Green
1413,0,0,3,5,1050,Blue
1415,0,1,3,5,1050,Blue
1419,0,1,3,5,1050,Black
1421,0,0,3,5,1050,Green
1422,0,0,3,5,1050,Red
1426,0,1,3,5,1050,Beige
1429,0,1,3,5,1050,Blue
243,0,0,3,5,1055,Black
281,0,1,3,5,1055,Black
301,0,0,3,5,1055,Grey
304,0,0,3,5,1055,Blue
345,0,1,3,5,1055,Red
360,0,1,3,5,1055,Black
397,0,0,3,5,1055,Black
414,0,1,3,5,1055,Black
423,0,1,3,5,1055,Blue
447,0,0,6,6,1055,Silver
456,0,0,3,5,1055,Grey
527,0,1,3,5,1055,Red
531,0,1,3,5,1055,Black
535,0,1,3,5,1055,Black
537,0,0,3,5,1055,Black
544,0,1,3,5,1055,Black
567,0,0,3,5,1055,Blue
577,0,0,3,5,1055,Red
591,0,1,3,5,1055,Black
644,0,0,3,5,1055,Red
655,0,0,3,5,1055,Black
681,0,0,3,5,1055,Black
747,0,0,3,5,1055,Red
758,0,1,3,5,1055,Green
780,0,1,3,5,1055,Black
910,0,1,3,5,1055,Grey
945,0,1,3,5,1055,Red
973,0,0,12,5,1055,Blue
1039,0,0,3,5,1055,Red
1130,0,0,3,5,1055,Green
1200,0,1,3,5,1055,Red
1211,0,0,3,5,1055,Black
1220,0,No,3,5,1055,Grey
1227,0,1,3,5,1055,Blue
1236,0,0,3,5,1055,Blue
1262,0,0,3,5,1055,Green
1298,0,1,3,5,1055,Grey
1328,0,Yes,3,5,1055,Black
1335,0,1,3,5,1055,Blue
1342,0,0,3,5,1055,Black
1365,0,0,6,5,1055,Silver
1374,0,0,6,5,1055,Red
1403,0,0,3,5,1055,Grey
72,0,1,3,5,1060,Grey
209,0,1,3,5,1060,Red
229,0,1,3,5,1060,Red
231,0,1,3,5,1060,Green
266,0,0,3,5,1060,Black
278,0,1,3,5,1060,Red
282,0,1,3,5,1060,Green
290,0,1,3,5,1060,Grey
306,0,1,3,5,1060,Grey
307,0,1,3,5,1060,Grey
315,0,0,3,5,1060,Red
336,0,Yes,3,5,1060,Silver
346,0,1,3,5,1060,Grey
353,0,1,3,5,1060,Yellow
354,0,1,3,5,1060,Green
356,0,1,3,5,1060,Grey
359,1,Yes,3,5,1060,Green
375,0,1,3,5,1060,Grey
378,0,0,3,5,1060,Grey
380,0,No,6,5,1060,Blue
406,0,1,3,5,1060,Blue
411,0,1,3,5,1060,Green
426,0,0,12,5,1060,Black
444,0,1,3,5,1060,Blue
448,1,1,3,5,1060,Red
473,0,0,3,5,1060,Green
488,0,No,3,5,1060,Green
496,0,0,12,5,1060,Silver
510,0,1,3,5,1060,Red
512,0,Yes,3,5,1060,Grey
513,0,1,3,5,1060,Grey
521,0,1,3,5,1060,Grey
540,0,0,3,5,1060,Red
548,0,1,3,5,1060,Grey
557,0,1,3,5,1060,Grey
559,0,1,3,5,1060,Red
587,0,1,3,5,1060,Red
595,0,0,3,5,1060,Blue
597,0,0,3,5,1060,Grey
1358,0,0,3,5,1060,White
19,0,No,3,5,1065,Grey
171,0,0,36,5,1065,Silver
465,0,1,3,5,1065,Blue
571,0,1,3,5,1065,Black
603,0,0,3,5,1065,Grey
618,0,0,3,6,1065,Blue
622,0,No,3,6,1065,Black
627,0,0,3,6,1065,Red
647,0,1,3,6,1065,Blue
649,1,1,3,5,1065,Green
659,0,1,12,5,1065,Green
663,0,Yes,3,6,1065,Black
665,0,1,3,6,1065,Red
687,0,0,3,6,1065,Blue
695,0,1,3,6,1065,Beige
705,0,0,6,5,1065,Black
713,0,0,3,6,1065,Red
730,1,1,3,5,1065,Green
734,0,0,12,6,1065,Red
745,0,No,3,6,1065,Black
751,0,1,3,6,1065,Black
757,0,0,3,6,1065,Black
768,1,1,3,5,1065,Green
790,0,1,3,6,1065,Black
805,0,1,3,6,1065,Black
815,0,0,3,6,1065,Black
827,1,0,12,5,1065,Silver
831,0,0,3,6,1065,Black
832,0,No,3,6,1065,Black
839,0,0,3,6,1065,Black
842,0,1,3,6,1065,Blue
846,0,0,3,6,1065,Black
850,0,1,3,6,1065,Red
871,1,0,3,5,1065,Red
872,1,1,3,5,1065,Black
877,0,0,3,6,1065,Black
917,0,0,3,6,1065,Black
919,0,1,3,6,1065,Green
924,0,0,3,6,1065,Grey
925,0,0,3,6,1065,Blue
943,0,1,3,6,1065,Black
968,0,0,3,6,1065,Red
1019,0,1,3,6,1065,Grey
1020,0,0,3,6,1065,Black
1031,0,0,3,6,1065,Red
1167,0,0,3,5,1065,Green
1234,0,0,3,5,1065,Red
1253,0,0,3,5,1065,Blue
1350,1,0,3,5,1065,Silver
1397,1,1,3,5,1065,Green
1436,1,1,12,5,1065,Green
225,0,1,3,5,1067,Red
344,1,1,3,5,1070,Silver
436,1,1,3,5,1070,Silver
457,1,1,3,5,1070,Blue
519,0,1,3,5,1070,Green
539,0,1,3,5,1070,Green
574,1,1,3,5,1070,Green
604,1,0,3,5,1070,Green
645,0,1,12,5,1070,Green
653,0,0,3,5,1070,Blue
662,0,1,3,5,1070,Green
666,0,0,3,5,1070,Grey
689,0,0,3,5,1070,Red
701,0,0,6,5,1070,Green
724,0,1,3,5,1070,Grey
741,0,0,3,5,1070,Grey
760,0,1,3,5,1070,Green
761,0,1,3,5,1070,Red
783,0,0,3,5,1070,Grey
793,0,0,3,5,1070,Blue
796,0,0,3,5,1070,Red
807,0,1,3,5,1070,Red
817,0,0,12,5,1070,Black
834,0,1,3,5,1070,Red
847,0,0,3,5,1070,Green
852,1,0,3,5,1070,Grey
853,0,0,3,5,1070,Green
857,0,0,3,5,1070,Red
861,0,0,3,5,1070,Grey
865,0,0,6,5,1070,Silver
908,0,1,3,5,1070,Red
912,0,1,3,5,1070,Grey
932,0,1,3,5,1070,Green
937,0,0,3,5,1070,Grey
941,0,1,3,5,1070,Silver
963,0,1,3,5,1070,Grey
965,0,1,3,5,1070,Black
994,0,0,3,5,1070,Red
995,0,1,3,5,1070,Green
1003,0,0,6,5,1070,Red
1009,0,1,3,5,1070,Blue
1010,0,1,3,5,1070,Blue
1015,0,1,3,5,1070,Red
1032,0,1,3,5,1070,Green
1089,0,0,3,5,1070,Blue
1095,0,0,3,5,1070,Red
1096,0,0,3,5,1070,Grey
1108,0,0,3,5,1070,Blue
1113,0,0,3,5,1070,Grey
1120,0,0,3,5,1070,Red
1125,0,1,3,5,1070,Grey
1134,0,0,3,5,1070,Grey
1138,0,0,3,5,1070,Green
1151,0,0,3,5,1070,Grey
1156,0,0,3,5,1070,Red
1169,0,0,3,5,1070,Grey
1176,0,0,3,5,1070,Black
1178,0,0,3,5,1070,Blue
1182,0,0,6,5,1070,Silver
1193,0,1,3,5,1070,Blue
1224,0,0,3,5,1070,Blue
1229,0,0,3,5,1070,White
1230,0,1,3,5,1070,Black
1237,0,1,12,5,1070,Green
1238,0,0,3,5,1070,Grey
1239,0,0,3,5,1070,Green
1249,0,1,3,5,1070,Grey
1250,0,1,3,5,1070,Blue
1252,0,0,3,5,1070,Blue
1255,0,0,3,5,1070,Black
1266,0,0,3,5,1070,Blue
1278,0,0,3,5,1070,Red
1288,0,0,3,5,1070,Blue
1289,0,0,3,5,1070,Black
1294,0,0,3,5,1070,Red
1296,0,1,3,5,1070,Red
1301,0,0,6,5,1070,Silver
1314,0,0,3,5,1070,Blue
1316,0,1,3,5,1070,Red
1333,0,0,3,5,1070,Black
1341,0,0,3,5,1070,Green
1351,0,0,3,5,1070,Blue
1352,0,1,3,5,1070,Blue
1373,0,0,6,5,1070,Green
1380,0,1,3,5,1070,Green
1390,0,1,3,5,1070,Green
1393,0,1,3,5,1070,Red
1407,0,0,6,5,1070,Silver
1416,0,0,3,5,1070,Grey
1418,0,1,3,5,1070,White
56,0,1,3,5,1075,Black
66,0,0,12,5,1075,Blue
128,0,0,3,5,1075,Blue
131,0,0,3,5,1075,Black
172,0,0,36,5,1075,Grey
182,0,0,24,5,1075,Red
187,0,0,36,5,1075,Grey
197,0,0,3,5,1075,Red
202,0,1,3,5,1075,Red
204,0,1,3,5,1075,Grey
208,0,0,3,5,1075,Silver
215,0,0,3,5,1075,Blue
217,0,0,3,5,1075,Grey
221,0,1,3,5,1075,Black
222,0,0,6,5,1075,Blue
224,0,1,3,5,1075,Blue
226,0,0,3,5,1075,Green
227,0,1,3,5,1075,Blue
233,0,1,12,5,1075,Green
236,0,0,3,5,1075,Red
237,0,1,3,5,1075,Blue
